"","N_B_RNA3","N_B_RNA5","N_W_RNA7","N_B_RNA10","N_B_RNA11","N_W_RNA13","N_W_RNA15","N_W_RNA18"
"ENSG00000144395.17",0,8,17,7,14,16,11,15
"ENSG00000252923.1",0,0,0,0,0,0,0,0
"ENSG00000119041.10",209,1190,1660,1158,1472,935,1348,1250
"ENSG00000187944.2",0,3,2,10,2,10,4,8
"ENSG00000280176.1",0,1,0,3,1,4,0,5
"ENSG00000197121.14",173,2426,1609,2057,1984,1402,1528,1513
"ENSG00000065413.19",343,887,721,548,533,556,488,530
"ENSG00000225636.1",0,0,0,0,0,0,0,0
"ENSG00000224442.1",11,6,1,8,0,10,9,7
"ENSG00000231621.1",0,1,0,0,2,0,2,0
"ENSG00000236977.1",14,50,34,29,21,34,19,43
"ENSG00000230482.1",0,0,0,0,0,0,0,0
"ENSG00000225979.1",0,0,0,0,0,0,0,0
"ENSG00000213104.3",0,0,4,0,0,1,0,2
"ENSG00000115524.15",3019,11622,18194,11926,16142,9971,13093,12624
"ENSG00000202434.1",0,0,0,0,0,0,0,0
"ENSG00000206836.1",0,0,1,0,0,0,0,0
"ENSG00000115520.8",94,690,1249,664,894,402,813,742
"ENSG00000144381.16",751,4448,8654,4977,9200,4152,6154,7406
"ENSG00000115541.10",44,397,607,392,698,286,517,464
"ENSG00000270757.1",0,0,1,0,0,0,0,0
"ENSG00000115540.14",104,1034,1595,724,1674,518,931,903
"ENSG00000231699.1",0,2,4,9,5,2,8,13
"ENSG00000162944.10",35,83,69,42,35,62,66,61
"ENSG00000222017.1",0,10,2,6,1,7,6,1
"ENSG00000247626.4",24,138,262,122,171,90,160,245
"ENSG00000152430.17",0,0,0,0,0,0,0,0
"ENSG00000115896.15",494,918,466,308,902,409,306,258
"ENSG00000237035.1",0,0,0,0,0,0,0,0
"ENSG00000236653.2",0,0,0,0,0,0,0,0
"ENSG00000225421.2",0,0,0,0,0,0,0,0
"ENSG00000231557.1",0,0,0,0,0,0,0,0
"ENSG00000230407.1",0,0,0,0,0,0,0,0
"ENSG00000238698.1",0,0,0,0,0,0,0,0
"ENSG00000119042.16",109,296,421,284,445,312,426,317
"ENSG00000257045.1",0,0,0,0,0,0,0,0
"ENSG00000225953.2",0,3,4,2,6,9,4,3
"ENSG00000238217.5",0,0,0,0,0,0,0,0
"ENSG00000213938.3",0,0,0,0,1,0,1,0
"ENSG00000226124.7",16,49,63,52,129,62,57,46
"ENSG00000232732.9",0,11,8,5,4,4,6,20
"ENSG00000227004.2",0,0,0,0,0,0,0,0
"ENSG00000240302.3",0,0,1,0,0,1,0,0
"ENSG00000178074.5",49,662,1123,476,844,368,814,583
"ENSG00000162971.10",93,622,699,523,740,486,598,707
"ENSG00000162972.10",37,229,382,220,295,151,219,227
"ENSG00000196141.13",793,2804,2934,1778,2149,1781,2798,2408
"ENSG00000201649.1",0,1,2,8,1,9,5,3
"ENSG00000155729.12",148,606,832,514,881,629,741,488
"ENSG00000163535.17",7,167,320,233,261,134,180,151
"ENSG00000138356.13",392,2558,4299,5791,3499,912,2699,1804
"ENSG00000244301.6",4,6,15,18,5,11,19,30
"ENSG00000284084.1",0,0,0,0,0,0,0,0
"ENSG00000237166.1",0,0,0,0,0,0,3,0
"ENSG00000243478.9",7,4,2,4,3,0,2,3
"ENSG00000201737.1",0,0,0,0,0,0,0,0
"ENSG00000230408.3",0,0,0,0,0,0,0,0
"ENSG00000082153.17",874,7984,10025,7538,8228,3332,7013,6735
"ENSG00000207116.1",0,0,0,2,0,0,1,2
"ENSG00000224346.1",0,0,0,0,0,0,0,0
"ENSG00000223092.1",0,0,0,0,0,0,0,0
"ENSG00000013441.15",1155,4509,5256,5775,5699,3272,3955,4312
"ENSG00000252759.1",0,24,15,18,11,14,13,9
"ENSG00000240344.8",61,243,433,238,301,266,366,285
"ENSG00000201499.1",0,3,3,1,4,4,1,2
"ENSG00000196290.14",97,461,691,387,591,369,584,336
"ENSG00000252916.1",0,1,4,12,7,4,5,7
"ENSG00000115942.8",180,1168,1617,1180,1506,1056,1308,1240
"ENSG00000183308.6",0,1,7,2,6,4,3,1
"ENSG00000155744.9",397,1672,2145,1535,2111,1146,1631,1663
"ENSG00000225695.1",0,0,0,0,1,0,0,2
"ENSG00000226658.1",0,0,0,0,0,0,0,0
"ENSG00000119013.8",77,399,861,435,805,283,542,490
"ENSG00000252148.1",0,1,0,0,0,0,0,0
"ENSG00000273975.1",0,0,0,0,0,0,0,0
"ENSG00000232719.1",0,0,0,0,0,0,0,0
"ENSG00000224672.4",0,4,2,2,0,3,0,5
"ENSG00000003402.19",2393,5364,7283,5418,6318,6117,6713,7675
"ENSG00000232133.1",1,0,1,1,0,1,0,2
"ENSG00000226312.7",0,1,0,0,0,0,0,1
"ENSG00000238829.1",0,21,6,22,4,28,8,36
"ENSG00000235579.1",0,0,0,0,0,0,0,0
"ENSG00000234431.2",0,0,0,0,0,0,0,0
"ENSG00000003400.14",185,172,300,362,172,133,167,841
"ENSG00000227348.1",0,0,0,0,0,0,0,0
"ENSG00000225796.2",0,0,0,0,0,0,0,0
"ENSG00000235318.3",0,0,0,0,0,0,0,0
"ENSG00000064012.21",269,689,827,555,718,403,692,894
"ENSG00000155749.12",1,15,19,21,11,22,17,13
"ENSG00000115993.12",503,2088,2533,1577,2777,1586,2554,2054
"ENSG00000082146.12",114,578,974,421,1044,414,646,604
"ENSG00000213090.2",13,48,38,60,61,87,45,67
"ENSG00000202008.1",0,0,0,0,0,0,0,0
"ENSG00000155754.14",0,126,37,41,34,31,22,18
"ENSG00000234842.1",0,0,0,0,0,0,1,0
"ENSG00000224299.1",0,0,0,0,0,0,0,0
"ENSG00000227736.1",0,0,0,0,0,0,0,0
"ENSG00000224590.1",0,0,0,0,0,0,1,0
"ENSG00000234731.2",0,0,0,0,0,0,0,0
"ENSG00000249177.1",0,0,0,0,1,0,0,0
"ENSG00000227841.1",0,0,0,0,0,0,0,0
"ENSG00000155755.18",151,940,1228,1007,997,831,824,843
"ENSG00000241790.2",0,0,0,0,0,0,0,0
"ENSG00000082126.17",0,1,7,5,2,6,3,3
"ENSG00000222972.1",0,0,0,0,0,0,0,0
"ENSG00000003393.14",268,1096,1511,786,1490,1058,1170,1232
"ENSG00000230799.1",0,0,0,0,0,0,0,0
"ENSG00000138395.14",1,31,11,8,14,19,2,11
"ENSG00000202137.1",0,1,1,0,0,0,0,0
"ENSG00000231124.1",0,0,0,0,0,0,0,0
"ENSG00000212184.1",0,0,0,0,0,0,0,0
"ENSG00000273209.1",0,2,5,3,0,3,3,1
"ENSG00000155760.2",284,751,670,365,387,485,446,297
"ENSG00000182329.12",0,1,0,0,0,0,2,0
"ENSG00000222035.3",0,5,2,0,4,1,2,2
"ENSG00000231903.1",0,0,0,3,0,0,0,0
"ENSG00000227890.1",0,0,0,0,0,1,0,0
"ENSG00000223825.5",4,6,9,2,2,1,6,4
"ENSG00000116030.16",313,2395,3437,2154,3276,1849,3179,2339
"ENSG00000224463.1",0,0,0,0,0,0,0,0
"ENSG00000055044.10",529,1617,2034,1514,1871,1406,1879,2309
"ENSG00000212534.1",0,0,5,4,1,3,3,4
"ENSG00000212309.1",0,0,0,0,0,0,0,0
"ENSG00000271852.1",0,2,2,7,4,1,2,7
"ENSG00000238317.2",0,12,22,16,18,19,32,18
"ENSG00000264275.1",1,7,5,0,1,2,5,1
"ENSG00000226261.1",0,0,0,0,5,0,0,1
"ENSG00000272966.1",0,2,11,0,0,5,1,2
"ENSG00000242696.3",0,0,0,4,0,4,0,2
"ENSG00000273456.1",0,19,38,30,22,27,44,15
"ENSG00000204217.13",1393,7806,9607,6000,8333,5069,7257,5692
"ENSG00000270915.1",0,0,0,0,0,0,0,0
"ENSG00000236047.1",10,37,35,50,31,49,23,32
"ENSG00000223619.1",0,0,3,0,0,4,0,0
"ENSG00000233888.2",0,0,0,0,0,0,1,1
"ENSG00000235433.1",0,0,1,0,0,0,0,0
"ENSG00000237542.1",0,0,0,0,0,0,0,0
"ENSG00000233134.1",0,0,0,0,0,0,0,0
"ENSG00000241221.2",0,0,0,0,0,0,0,0
"ENSG00000227454.2",0,1,0,0,0,0,1,0
"ENSG00000233311.1",0,0,0,0,0,0,0,0
"ENSG00000138439.11",166,1263,2409,1534,2422,1032,1742,980
"ENSG00000163596.16",170,683,403,373,464,472,396,356
"ENSG00000240761.1",0,0,0,0,0,0,0,0
"ENSG00000233579.1",4,12,5,21,11,32,24,15
"ENSG00000138442.9",262,690,1008,533,1087,451,668,762
"ENSG00000138380.17",243,964,877,774,1016,810,836,572
"ENSG00000232479.2",4,8,7,10,13,15,10,13
"ENSG00000270664.1",0,0,0,0,0,0,0,0
"ENSG00000144426.18",549,4034,4077,3654,4781,3051,4131,3390
"ENSG00000232994.1",14,24,5,38,13,41,17,25
"ENSG00000202059.1",0,0,0,0,0,0,0,0
"ENSG00000228513.1",0,0,0,0,0,0,0,0
"ENSG00000225124.1",0,0,0,0,0,0,0,0
"ENSG00000204196.5",0,0,0,0,0,0,0,0
"ENSG00000119004.15",289,1046,1610,1112,1362,888,1231,1230
"ENSG00000264041.2",0,0,0,0,0,0,0,0
"ENSG00000238285.1",0,0,0,0,0,0,0,0
"ENSG00000138443.15",581,2759,3337,1766,3088,2689,3293,2615
"ENSG00000256458.1",0,0,0,0,0,1,1,1
"ENSG00000173166.17",389,2100,3322,3492,6831,2573,3588,3285
"ENSG00000233459.1",0,0,0,0,0,0,0,1
"ENSG00000233031.1",0,0,9,2,7,7,0,5
"ENSG00000178562.17",15,24,35,35,44,37,44,66
"ENSG00000224791.1",4,0,2,0,0,0,0,0
"ENSG00000213925.3",0,0,0,0,0,0,0,0
"ENSG00000206970.1",0,0,0,0,0,0,0,0
"ENSG00000163599.15",16,26,25,11,20,11,17,23
"ENSG00000163600.12",20,28,16,6,2,7,27,15
"ENSG00000235951.1",0,0,0,0,0,0,0,0
"ENSG00000234714.1",0,0,0,0,0,0,0,0
"ENSG00000237271.1",0,0,0,0,0,0,0,0
"ENSG00000236681.1",0,0,0,0,0,0,0,0
"ENSG00000225304.1",0,0,0,0,0,0,0,0
"ENSG00000236634.1",0,0,0,0,0,0,0,0
"ENSG00000237843.1",0,0,0,0,0,0,0,0
"ENSG00000116117.17",325,1230,1859,825,1982,1214,1697,909
"ENSG00000223890.1",0,0,0,0,0,0,0,0
"ENSG00000118257.16",611,1198,434,373,339,404,438,487
"ENSG00000225216.6",0,0,0,0,0,0,0,0
"ENSG00000201875.1",0,0,0,0,0,0,0,0
"ENSG00000213739.3",0,0,0,0,0,0,0,0
"ENSG00000225610.1",0,0,0,0,0,0,0,0
"ENSG00000114933.15",752,2968,3615,2847,3600,2698,3207,3474
"ENSG00000252485.1",7,1,4,0,2,1,3,5
"ENSG00000207386.1",0,0,1,0,0,0,2,0
"ENSG00000237041.1",0,0,0,0,0,0,0,0
"ENSG00000227946.1",3,38,53,46,35,34,48,31
"ENSG00000023228.13",1053,5602,7888,4312,6893,3783,5991,4268
"ENSG00000231955.1",0,0,0,0,0,0,0,0
"ENSG00000237580.1",0,0,0,0,0,0,0,0
"ENSG00000114942.13",852,3632,6022,3716,4438,2624,3044,3414
"ENSG00000277502.1",0,0,0,0,0,0,0,0
"ENSG00000281780.1",0,0,0,0,0,0,0,0
"ENSG00000207047.2",0,0,0,0,0,2,0,4
"ENSG00000207406.1",0,0,0,0,0,0,0,0
"ENSG00000183671.12",7,1,0,0,0,1,0,0
"ENSG00000279220.3",0,0,0,0,0,0,0,1
"ENSG00000222496.1",0,0,0,0,2,0,0,0
"ENSG00000159186.4",0,0,0,0,0,0,0,0
"ENSG00000224070.1",0,0,0,0,0,0,0,0
"ENSG00000252716.1",0,0,0,0,0,0,0,0
"ENSG00000204186.8",242,1248,1582,999,1711,1165,1638,1256
"ENSG00000180105.11",0,1,0,0,0,0,3,0
"ENSG00000234491.1",2,1,0,1,1,0,1,0
"ENSG00000114948.12",16,72,86,44,40,34,46,59
"ENSG00000228577.1",0,0,0,0,0,0,0,0
"ENSG00000231653.1",0,0,0,0,0,0,0,0
"ENSG00000235118.8",0,0,0,0,0,0,0,0
"ENSG00000232125.3",0,0,0,0,0,0,1,0
"ENSG00000213083.3",0,0,0,0,0,0,0,0
"ENSG00000207319.1",0,0,0,0,0,0,0,0
"ENSG00000138400.12",47,49,96,20,73,47,41,51
"ENSG00000118246.13",233,1803,2143,1364,1951,1301,1612,1763
"ENSG00000283469.1",0,0,0,0,0,0,0,0
"ENSG00000263468.1",0,0,0,0,0,1,0,5
"ENSG00000260171.1",0,0,0,0,0,0,0,0
"ENSG00000229321.1",0,43,31,20,73,40,41,39
"ENSG00000144410.4",0,8,16,8,30,18,9,15
"ENSG00000118263.14",369,849,546,445,776,697,702,469
"ENSG00000253008.2",0,10,11,3,6,4,4,8
"ENSG00000237892.1",0,3,18,6,18,18,16,22
"ENSG00000277590.1",0,0,0,0,0,0,0,1
"ENSG00000224342.1",0,2,0,1,0,1,0,1
"ENSG00000234902.6",0,2,2,2,14,10,1,6
"ENSG00000225916.1",0,0,0,0,0,0,4,0
"ENSG00000240440.1",0,0,6,0,0,4,4,3
"ENSG00000229647.1",2,0,3,0,0,0,1,3
"ENSG00000223725.6",0,11,11,15,5,11,11,11
"ENSG00000225064.1",0,0,0,0,0,0,0,0
"ENSG00000221628.1",0,0,0,0,2,0,0,0
"ENSG00000118260.14",348,2528,3143,2040,3574,2023,2238,2063
"ENSG00000144401.14",67,272,335,248,359,199,275,217
"ENSG00000223433.1",0,0,0,0,0,0,0,0
"ENSG00000224137.1",0,1,0,0,0,0,0,0
"ENSG00000199251.1",0,0,0,0,0,0,0,0
"ENSG00000213082.3",0,0,0,0,0,0,0,0
"ENSG00000200764.1",0,0,0,0,0,0,0,0
"ENSG00000163249.11",156,449,646,420,534,466,587,680
"ENSG00000272851.1",0,9,27,9,33,34,38,28
"ENSG00000284079.1",0,0,0,0,0,0,0,0
"ENSG00000163251.3",289,1770,2847,858,2954,2617,2643,3277
"ENSG00000178385.14",441,1463,1521,1033,1480,1489,1897,1172
"ENSG00000225111.1",12,32,12,17,27,24,24,36
"ENSG00000212246.1",0,0,0,0,0,11,2,0
"ENSG00000185078.3",10,0,0,0,0,0,0,0
"ENSG00000251941.1",0,0,0,0,0,0,0,0
"ENSG00000224839.1",1,0,1,0,1,0,1,0
"ENSG00000229150.1",0,0,0,0,0,0,0,0
"ENSG00000118231.4",0,0,0,0,0,0,0,0
"ENSG00000163254.4",0,0,0,0,0,0,0,0
"ENSG00000224529.1",0,0,0,0,0,0,0,0
"ENSG00000182187.3",0,0,0,0,0,0,0,0
"ENSG00000168582.4",0,0,0,0,0,0,0,0
"ENSG00000188674.10",0,0,0,0,0,2,1,0
"ENSG00000233869.1",0,0,0,0,0,0,0,0
"ENSG00000228111.1",0,0,0,0,0,0,0,0
"ENSG00000138413.13",1118,15505,23025,11476,22289,8729,16405,9296
"ENSG00000231908.1",0,10,35,14,13,25,48,7
"ENSG00000115020.16",753,7426,8324,5445,8069,5418,8269,5491
"ENSG00000228380.1",0,0,0,0,0,0,0,0
"ENSG00000144407.9",0,15,17,9,46,9,9,4
"ENSG00000213081.3",0,0,0,0,0,0,0,0
"ENSG00000227430.1",0,0,0,0,0,0,0,0
"ENSG00000231896.1",0,0,0,0,0,0,0,0
"ENSG00000232409.1",0,0,0,0,0,0,0,0
"ENSG00000202164.1",0,0,0,0,0,0,0,0
"ENSG00000235864.1",0,1,0,3,3,3,1,0
"ENSG00000232799.1",0,0,0,0,0,0,0,0
"ENSG00000240286.1",0,0,1,0,0,0,0,0
"ENSG00000229670.2",0,0,0,0,0,0,1,1
"ENSG00000078018.19",420,2442,2890,839,4455,1845,1468,793
"ENSG00000222317.1",0,0,0,0,0,0,0,0
"ENSG00000144406.18",281,1223,2551,783,6000,2056,1528,1232
"ENSG00000237194.1",0,2,0,0,7,7,0,4
"ENSG00000197713.14",154,1617,2053,1382,2035,1380,1769,1693
"ENSG00000144445.16",445,2628,1843,2153,2792,1793,1863,2053
"ENSG00000272807.1",0,64,53,51,62,55,55,56
"ENSG00000229127.1",41,140,115,195,176,240,160,164
"ENSG00000231063.1",0,2,2,0,0,1,3,2
"ENSG00000279317.2",3,25,47,58,73,36,35,32
"ENSG00000115361.7",141,2832,2640,2846,3908,2607,3192,2427
"ENSG00000199203.1",0,0,0,0,0,0,0,0
"ENSG00000168530.15",0,0,2,0,5,0,0,0
"ENSG00000234281.5",0,2,6,4,2,1,0,2
"ENSG00000115365.11",385,3606,4436,2651,4328,2212,3180,2364
"ENSG00000021826.15",16,71,36,56,55,29,47,59
"ENSG00000280837.1",0,1,0,0,0,0,1,0
"ENSG00000271074.1",0,0,0,0,0,0,0,0
"ENSG00000231017.1",0,0,0,0,0,0,0,0
"ENSG00000178568.14",20,359,362,356,406,266,393,313
"ENSG00000199585.1",0,0,0,0,0,0,0,0
"ENSG00000232631.1",0,0,0,0,0,0,0,0
"ENSG00000236007.1",0,0,0,0,0,2,0,0
"ENSG00000221782.1",0,3,8,6,1,3,0,0
"ENSG00000273118.1",0,4,13,24,16,14,15,31
"ENSG00000234308.2",0,0,0,0,0,0,0,0
"ENSG00000231254.2",0,0,0,0,0,0,0,0
"ENSG00000223373.1",0,0,0,0,0,0,0,0
"ENSG00000283637.1",0,0,0,0,0,0,0,0
"ENSG00000266354.1",0,0,0,0,0,0,0,0
"ENSG00000030419.16",243,1700,1830,2356,2644,1269,1480,1753
"ENSG00000270659.1",0,9,26,9,40,18,14,5
"ENSG00000236193.3",0,0,0,0,0,0,0,0
"ENSG00000272519.1",0,1,0,3,0,0,0,0
"ENSG00000196096.3",0,5,0,3,1,3,0,0
"ENSG00000144451.18",106,919,989,758,1224,553,906,662
"ENSG00000265734.1",0,0,0,0,0,0,0,0
"ENSG00000197585.9",0,0,1,0,0,2,2,0
"ENSG00000213917.2",0,7,27,10,18,7,19,6
"ENSG00000174453.9",0,2,2,1,2,2,1,3
"ENSG00000224257.1",0,0,0,0,0,0,0,0
"ENSG00000177261.8",0,0,0,0,0,0,0,0
"ENSG00000138376.10",191,773,902,491,619,426,377,456
"ENSG00000229267.2",19,86,52,46,52,30,82,33
"ENSG00000207274.1",0,5,22,6,10,8,15,7
"ENSG00000230076.1",88,652,11,744,1214,1,7,4
"ENSG00000144452.14",11,12,17,32,6,23,12,105
"ENSG00000227769.7",12,15,7,6,3,10,14,6
"ENSG00000237571.1",0,0,0,0,0,0,0,0
"ENSG00000138363.14",262,956,1349,835,795,827,1033,1106
"ENSG00000115414.18",3799,12369,23205,4715,2463,3748,5393,14523
"ENSG00000230695.1",0,0,0,0,0,0,0,1
"ENSG00000225166.1",0,0,0,0,0,0,0,0
"ENSG00000228618.1",0,0,0,0,0,0,0,0
"ENSG00000234938.2",0,0,0,0,0,0,0,0
"ENSG00000237525.6",0,0,0,0,0,0,0,0
"ENSG00000227981.2",0,0,0,0,0,0,0,0
"ENSG00000235770.5",9,7,12,7,0,7,4,3
"ENSG00000230838.1",0,2,0,0,0,0,0,0
"ENSG00000216721.3",0,0,0,0,0,0,0,0
"ENSG00000227824.1",0,0,0,0,0,0,0,0
"ENSG00000226276.1",0,6,3,2,0,1,4,6
"ENSG00000118242.15",8,119,126,98,72,77,68,134
"ENSG00000115425.13",43,246,322,228,251,264,400,147
"ENSG00000163449.10",18,12,21,3,20,16,22,11
"ENSG00000079246.15",2270,8342,13816,7917,10161,5538,8880,8829
"ENSG00000232970.1",0,0,0,0,0,0,0,0
"ENSG00000236478.2",0,0,0,0,0,0,0,0
"ENSG00000279348.1",71,84,179,100,175,98,140,170
"ENSG00000260804.3",39,104,187,101,147,64,146,192
"ENSG00000144583.4",0,1,2,2,7,5,1,1
"ENSG00000231092.1",0,0,1,0,0,5,1,0
"ENSG00000233581.1",0,5,1,7,12,5,15,2
"ENSG00000207303.1",0,0,0,0,0,0,0,0
"ENSG00000235042.1",0,0,0,0,0,0,0,0
"ENSG00000138375.12",239,558,559,421,620,474,556,417
"ENSG00000232485.2",2,2,15,5,14,13,20,8
"ENSG00000241520.1",5,0,3,4,8,0,8,4
"ENSG00000197756.9",2630,10723,24889,13291,16726,8817,13431,11085
"ENSG00000224391.1",0,0,0,0,0,0,0,0
"ENSG00000225794.1",0,0,0,0,0,0,0,0
"ENSG00000235444.2",0,0,0,0,0,0,0,0
"ENSG00000115457.9",494,2242,3934,2325,4340,1386,3361,1174
"ENSG00000115461.4",2304,17173,8042,6260,2836,5234,14682,7784
"ENSG00000236886.2",0,2,2,0,0,1,0,0
"ENSG00000237930.1",0,0,0,0,0,0,0,0
"ENSG00000222832.1",0,0,0,0,0,0,0,0
"ENSG00000229352.1",0,1,0,0,0,3,2,0
"ENSG00000234588.1",0,0,0,0,0,0,0,0
"ENSG00000231597.1",0,0,0,0,0,0,0,0
"ENSG00000118245.2",0,0,0,0,0,0,0,0
"ENSG00000237479.1",0,0,0,0,0,0,0,0
"ENSG00000227021.1",0,3,0,4,0,0,0,0
"ENSG00000236295.1",0,0,0,0,0,0,2,0
"ENSG00000223874.1",0,0,0,0,0,4,0,0
"ENSG00000259855.1",0,3,0,0,0,1,0,0
"ENSG00000251982.1",0,1,0,1,0,1,0,0
"ENSG00000233143.1",0,0,0,0,0,0,0,0
"ENSG00000278004.1",0,0,0,0,0,0,0,0
"ENSG00000231672.6",78,39,26,28,24,40,27,21
"ENSG00000224414.1",0,0,0,0,0,0,0,0
"ENSG00000231035.1",12,25,5,9,21,32,21,15
"ENSG00000079308.18",10526,17821,11311,8365,7581,10971,13340,7325
"ENSG00000275458.1",15,1,1,5,5,12,4,6
"ENSG00000223923.1",0,13,2,5,2,5,1,1
"ENSG00000188282.12",17,13,19,28,25,24,38,32
"ENSG00000229754.1",0,2,0,2,0,0,0,1
"ENSG00000180871.7",3,12,21,55,5,9,16,27
"ENSG00000163464.7",0,0,11,6,3,1,1,11
"ENSG00000224159.1",0,0,0,1,0,0,0,0
"ENSG00000163466.15",960,3299,4228,3287,3299,2422,3147,3770
"ENSG00000261338.2",8,49,60,38,45,34,54,44
"ENSG00000179921.14",0,2,1,0,0,5,4,1
"ENSG00000127837.9",426,2023,3857,1932,2858,2088,2795,2181
"ENSG00000127838.13",437,2271,2562,1576,3612,3252,3992,3014
"ENSG00000135926.14",706,4626,5920,4265,6134,2756,5061,4555
"ENSG00000284173.1",0,0,0,0,0,0,0,0
"ENSG00000237281.1",0,0,0,0,0,0,0,0
"ENSG00000278524.1",0,0,0,0,0,0,3,11
"ENSG00000230580.1",0,0,1,1,3,1,0,0
"ENSG00000158428.3",2,8,35,19,41,35,54,38
"ENSG00000225062.1",1,2,11,11,7,6,12,4
"ENSG00000018280.16",39,36,98,43,38,48,55,130
"ENSG00000144579.7",828,3015,2663,2467,3631,3646,3779,2192
"ENSG00000273361.1",0,2,2,2,3,2,1,0
"ENSG00000199121.4",0,1,0,10,4,5,9,2
"ENSG00000127831.10",0,0,0,0,5,1,2,1
"ENSG00000135913.10",359,1738,2098,1763,1818,1089,1546,1706
"ENSG00000222714.1",2,3,4,2,1,3,5,3
"ENSG00000144580.13",401,902,1421,1106,1208,834,1087,1146
"ENSG00000207393.1",0,0,0,0,0,0,0,0
"ENSG00000115556.13",48,94,96,51,30,50,106,54
"ENSG00000273466.1",1,15,4,4,11,9,14,14
"ENSG00000115568.15",350,604,806,534,715,714,741,864
"ENSG00000074582.13",97,282,424,273,397,288,404,329
"ENSG00000163481.7",89,351,449,276,361,248,445,377
"ENSG00000163482.11",351,476,682,435,867,720,724,756
"ENSG00000135912.10",469,421,618,513,556,557,579,826
"ENSG00000135929.8",450,1596,1337,826,1482,637,1873,1166
"ENSG00000272555.1",0,4,6,7,4,7,7,7
"ENSG00000115592.11",0,15,2,3,4,0,2,0
"ENSG00000283639.1",0,0,0,0,0,0,0,3
"ENSG00000232625.1",16,0,0,0,0,0,0,1
"ENSG00000115596.3",6,11,4,8,5,12,0,4
"ENSG00000135925.8",4,81,26,60,49,32,28,19
"ENSG00000228135.1",0,0,0,0,0,0,0,0
"ENSG00000200029.1",0,0,0,0,0,0,0,0
"ENSG00000235024.1",0,0,0,0,0,0,0,0
"ENSG00000224928.2",0,0,0,0,0,0,0,0
"ENSG00000171450.5",0,0,0,0,0,4,0,2
"ENSG00000236445.4",0,0,0,0,0,0,0,0
"ENSG00000163497.2",3,4,76,28,94,42,95,17
"ENSG00000163499.11",4,13,7,5,8,7,3,4
"ENSG00000198973.4",0,0,0,0,0,0,0,0
"ENSG00000224090.1",0,16,18,22,19,40,40,15
"ENSG00000181378.13",0,4,6,15,5,7,12,8
"ENSG00000163501.6",0,49,43,44,81,54,35,24
"ENSG00000264755.1",0,0,0,0,0,1,0,1
"ENSG00000272644.1",0,11,5,13,16,10,18,8
"ENSG00000187736.12",0,8,3,15,6,7,11,12
"ENSG00000280537.2",0,2,2,3,0,1,2,5
"ENSG00000240317.3",5,3,0,2,2,0,0,2
"ENSG00000213901.10",21,2,9,6,8,10,16,18
"ENSG00000115649.15",296,1091,1583,1145,1568,1090,1894,1177
"ENSG00000144567.10",661,2477,3633,2222,3114,2269,3271,2114
"ENSG00000158552.12",86,285,382,282,351,258,345,327
"ENSG00000115657.13",3,50,84,37,78,39,65,57
"ENSG00000284820.1",0,1,0,3,0,1,3,6
"ENSG00000198925.11",117,412,674,341,465,360,617,453
"ENSG00000163516.13",359,699,834,975,1117,1093,1081,665
"ENSG00000163521.15",94,403,380,240,444,175,307,358
"ENSG00000115661.13",113,389,527,367,553,359,506,391
"ENSG00000127824.13",182,611,665,648,598,512,998,736
"ENSG00000243910.7",0,0,0,0,0,0,0,1
"ENSG00000135924.15",466,2137,2370,1977,2262,1922,3079,1668
"ENSG00000054356.13",0,4,10,12,4,2,4,7
"ENSG00000207647.1",0,0,0,0,0,0,0,0
"ENSG00000230432.1",0,0,0,0,0,0,0,0
"ENSG00000182698.11",0,0,0,0,0,0,0,0
"ENSG00000232789.1",0,0,0,0,0,0,0,0
"ENSG00000123992.19",351,905,1234,912,1029,869,980,916
"ENSG00000229525.1",0,2,1,1,3,0,3,2
"ENSG00000175084.11",13346,39302,15046,6226,8879,9473,13634,7912
"ENSG00000234638.1",0,2,0,0,0,0,2,0
"ENSG00000280323.1",19,33,61,10,19,33,31,24
"ENSG00000072195.14",416,534,270,297,233,341,385,293
"ENSG00000227432.1",0,0,2,0,0,0,0,1
"ENSG00000268603.1",0,0,0,0,6,0,3,1
"ENSG00000144591.18",223,669,1062,631,1203,690,1063,817
"ENSG00000072182.12",9,0,0,5,1,0,3,3
"ENSG00000123989.13",261,901,1120,625,1128,827,870,758
"ENSG00000188760.10",12,48,66,35,58,58,57,77
"ENSG00000268896.1",0,0,0,0,0,1,0,1
"ENSG00000265252.1",0,0,0,0,0,0,0,0
"ENSG00000124006.14",462,1614,1740,1332,1425,1622,1800,1322
"ENSG00000269068.1",0,7,2,4,0,3,2,1
"ENSG00000123999.4",11,5,5,1,9,10,10,2
"ENSG00000222678.1",0,0,0,0,0,0,0,0
"ENSG00000144589.21",133,281,366,230,284,314,376,302
"ENSG00000228973.1",0,0,0,0,0,0,0,1
"ENSG00000114923.16",98,213,155,116,136,206,196,132
"ENSG00000267919.1",0,0,0,0,0,1,0,4
"ENSG00000231802.1",0,0,0,0,0,0,0,0
"ENSG00000227308.2",0,5,0,0,0,0,0,1
"ENSG00000223903.1",0,0,0,0,0,0,0,0
"ENSG00000228909.1",0,0,0,0,0,0,0,0
"ENSG00000266518.1",0,0,0,0,0,0,0,0
"ENSG00000225911.1",0,0,0,0,0,0,0,0
"ENSG00000239498.1",0,0,0,1,0,0,0,0
"ENSG00000235337.1",0,0,3,0,0,2,4,1
"ENSG00000236451.2",0,0,2,2,0,2,0,1
